('Ionization Potential', 'Electronegativity'),0.0006642967340583924
('Ionization Potential', 'Number of d electrons'),0.0
('Ionization Potential', 'ZIF or MOF Derived'),2.8202733376685594e-14
('Ionization Potential', 'Carbon Nanofiber/Nanotubes'),0.0
('Ionization Potential', 'Biomass or other Organic Derived'),3.2938118669833105e-14
('Ionization Potential', 'Main Transition Metal Content (wt. %)'),0.01968916431797454
('Ionization Potential', 'Nitrogen Cotent (wt. %)'),0.0008920561802146648
('Ionization Potential', 'Metal-N Coordination Number (XAS)'),0.004026186420476131
('Ionization Potential', 'Pyridinic N Ratio'),2.2427511702405646e-14
('Ionization Potential', 'Pyrrolic N Ratio'),0.0006270254902274773
('Ionization Potential', 'Raman ID/IG Ratio'),0.008116314482076845
('Ionization Potential', 'BET Surface Area (m2/g)'),1.183696577536369e-14
('Ionization Potential', 'Pyrolysis Temperature (°„C)'),1.0796504912668899e-13
('Ionization Potential', 'Rising Rate (°„C min-1)'),2.3797451897980908e-15
('Ionization Potential', 'Flow Cell/H-type Cell'),7.514208111542566e-05
('Ionization Potential', 'Electrolyte Concentration (M)'),0.0019747510813673806
('Ionization Potential', 'Catalyst Loading (mg cm-2)'),2.112303439065587e-15
('Ionization Potential', 'Electrolyte pH'),0.0017348642813459455
('Electronegativity', 'Number of d electrons'),0.0
('Electronegativity', 'ZIF or MOF Derived'),0.00030317854393476206
('Electronegativity', 'Carbon Nanofiber/Nanotubes'),0.0
('Electronegativity', 'Biomass or other Organic Derived'),0.00014216967741415796
('Electronegativity', 'Main Transition Metal Content (wt. %)'),0.016675528539083485
('Electronegativity', 'Nitrogen Cotent (wt. %)'),0.10087890593855633
('Electronegativity', 'Metal-N Coordination Number (XAS)'),0.0006732011519453375
('Electronegativity', 'Pyridinic N Ratio'),0.00473142265967936
('Electronegativity', 'Pyrrolic N Ratio'),0.427196586933019
('Electronegativity', 'Raman ID/IG Ratio'),0.0029218265493500236
('Electronegativity', 'BET Surface Area (m2/g)'),0.00036305057214226083
('Electronegativity', 'Pyrolysis Temperature (°„C)'),0.00013690729369472004
('Electronegativity', 'Rising Rate (°„C min-1)'),0.0001593870071056806
('Electronegativity', 'Flow Cell/H-type Cell'),0.08005580987647604
('Electronegativity', 'Electrolyte Concentration (M)'),0.1118146255618034
('Electronegativity', 'Catalyst Loading (mg cm-2)'),0.024081386356656156
('Electronegativity', 'Electrolyte pH'),0.1709338198199251
('Number of d electrons', 'ZIF or MOF Derived'),0.0
('Number of d electrons', 'Carbon Nanofiber/Nanotubes'),nan
('Number of d electrons', 'Biomass or other Organic Derived'),0.0
('Number of d electrons', 'Main Transition Metal Content (wt. %)'),0.0
('Number of d electrons', 'Nitrogen Cotent (wt. %)'),0.0
('Number of d electrons', 'Metal-N Coordination Number (XAS)'),0.0
('Number of d electrons', 'Pyridinic N Ratio'),0.0
('Number of d electrons', 'Pyrrolic N Ratio'),0.0
('Number of d electrons', 'Raman ID/IG Ratio'),0.0
('Number of d electrons', 'BET Surface Area (m2/g)'),0.0
('Number of d electrons', 'Pyrolysis Temperature (°„C)'),1.0802680664303495e-13
('Number of d electrons', 'Rising Rate (°„C min-1)'),0.0
('Number of d electrons', 'Flow Cell/H-type Cell'),0.0
('Number of d electrons', 'Electrolyte Concentration (M)'),6.685686300551157e-15
('Number of d electrons', 'Catalyst Loading (mg cm-2)'),1.3099978475605297e-15
('Number of d electrons', 'Electrolyte pH'),6.300393606313346e-15
('ZIF or MOF Derived', 'Carbon Nanofiber/Nanotubes'),0.0
('ZIF or MOF Derived', 'Biomass or other Organic Derived'),0.22800052367586787
('ZIF or MOF Derived', 'Main Transition Metal Content (wt. %)'),0.031923116014342896
('ZIF or MOF Derived', 'Nitrogen Cotent (wt. %)'),0.03575283509927908
('ZIF or MOF Derived', 'Metal-N Coordination Number (XAS)'),0.10419336679876899
('ZIF or MOF Derived', 'Pyridinic N Ratio'),0.11527906735054004
('ZIF or MOF Derived', 'Pyrrolic N Ratio'),0.002906710914934468
('ZIF or MOF Derived', 'Raman ID/IG Ratio'),0.10870233856927486
('ZIF or MOF Derived', 'BET Surface Area (m2/g)'),0.3422790482472381
('ZIF or MOF Derived', 'Pyrolysis Temperature (°„C)'),0.04185490049179725
('ZIF or MOF Derived', 'Rising Rate (°„C min-1)'),0.08273567085410134
('ZIF or MOF Derived', 'Flow Cell/H-type Cell'),0.0688675076440885
('ZIF or MOF Derived', 'Electrolyte Concentration (M)'),9.225090276768595e-15
('ZIF or MOF Derived', 'Catalyst Loading (mg cm-2)'),0.01798854421162184
('ZIF or MOF Derived', 'Electrolyte pH'),0.04366413777532394
('Carbon Nanofiber/Nanotubes', 'Biomass or other Organic Derived'),0.0
('Carbon Nanofiber/Nanotubes', 'Main Transition Metal Content (wt. %)'),0.0
('Carbon Nanofiber/Nanotubes', 'Nitrogen Cotent (wt. %)'),8.34741627460427e-15
('Carbon Nanofiber/Nanotubes', 'Metal-N Coordination Number (XAS)'),0.0
('Carbon Nanofiber/Nanotubes', 'Pyridinic N Ratio'),5.01896783667373e-14
('Carbon Nanofiber/Nanotubes', 'Pyrrolic N Ratio'),1.7122902458170022e-15
('Carbon Nanofiber/Nanotubes', 'Raman ID/IG Ratio'),2.3292756465669316e-14
('Carbon Nanofiber/Nanotubes', 'BET Surface Area (m2/g)'),6.33521088816896e-14
