('Ionization Potential', 'Electronegativity'),0.0
('Ionization Potential', 'Number of d electrons'),nan
('Ionization Potential', 'ZIF or MOF Derived'),nan
('Ionization Potential', 'Carbon Nanofiber/Nanotubes'),nan
('Ionization Potential', 'Biomass or other Organic Derived'),2.2783381786336357e-14
('Ionization Potential', 'Main Transition Metal Content (wt. %)'),0.0
('Ionization Potential', 'Nitrogen Cotent (wt. %)'),0.0
('Ionization Potential', 'Metal-N Coordination Number (XAS)'),2.0564784046425854e-15
('Ionization Potential', 'Pyridinic N Ratio'),0.0
('Ionization Potential', 'Pyrrolic N Ratio'),0.0
('Ionization Potential', 'Raman ID/IG Ratio'),0.0
('Ionization Potential', 'BET Surface Area (m2/g)'),nan
('Ionization Potential', 'Pyrolysis Temperature (°„C)'),1.6529216011102728e-15
('Ionization Potential', 'Rising Rate (°„C min-1)'),0.0
('Ionization Potential', 'Flow Cell/H-type Cell'),2.743835388582919e-15
('Ionization Potential', 'Electrolyte Concentration (M)'),nan
('Ionization Potential', 'Catalyst Loading (mg cm-2)'),0.0
('Ionization Potential', 'Electrolyte pH'),3.921719406523908e-15
('Electronegativity', 'Number of d electrons'),0.0
('Electronegativity', 'ZIF or MOF Derived'),4.2096667705575056e-15
('Electronegativity', 'Carbon Nanofiber/Nanotubes'),4.2096667705575056e-15
('Electronegativity', 'Biomass or other Organic Derived'),0.003554686346350568
('Electronegativity', 'Main Transition Metal Content (wt. %)'),0.013353296191421367
('Electronegativity', 'Nitrogen Cotent (wt. %)'),0.008351764100917708
('Electronegativity', 'Metal-N Coordination Number (XAS)'),0.03251094761613654
('Electronegativity', 'Pyridinic N Ratio'),0.015208943244985847
('Electronegativity', 'Pyrrolic N Ratio'),0.04524131497080998
('Electronegativity', 'Raman ID/IG Ratio'),0.021323383173949856
('Electronegativity', 'BET Surface Area (m2/g)'),0.0
('Electronegativity', 'Pyrolysis Temperature (°„C)'),0.035803482457462274
('Electronegativity', 'Rising Rate (°„C min-1)'),0.003427304001257049
('Electronegativity', 'Flow Cell/H-type Cell'),0.026058302495062895
('Electronegativity', 'Electrolyte Concentration (M)'),4.2096667705575056e-15
('Electronegativity', 'Catalyst Loading (mg cm-2)'),0.001350825435531224
('Electronegativity', 'Electrolyte pH'),0.01963959706052355
('Number of d electrons', 'ZIF or MOF Derived'),nan
('Number of d electrons', 'Carbon Nanofiber/Nanotubes'),nan
('Number of d electrons', 'Biomass or other Organic Derived'),2.2783381786336357e-14
('Number of d electrons', 'Main Transition Metal Content (wt. %)'),0.0
('Number of d electrons', 'Nitrogen Cotent (wt. %)'),0.0
('Number of d electrons', 'Metal-N Coordination Number (XAS)'),2.0564784046425854e-15
('Number of d electrons', 'Pyridinic N Ratio'),0.0
('Number of d electrons', 'Pyrrolic N Ratio'),0.0
('Number of d electrons', 'Raman ID/IG Ratio'),0.0
('Number of d electrons', 'BET Surface Area (m2/g)'),nan
('Number of d electrons', 'Pyrolysis Temperature (°„C)'),1.6529216011102728e-15
('Number of d electrons', 'Rising Rate (°„C min-1)'),0.0
('Number of d electrons', 'Flow Cell/H-type Cell'),2.743835388582919e-15
('Number of d electrons', 'Electrolyte Concentration (M)'),nan
('Number of d electrons', 'Catalyst Loading (mg cm-2)'),0.0
('Number of d electrons', 'Electrolyte pH'),3.921719406523908e-15
('ZIF or MOF Derived', 'Carbon Nanofiber/Nanotubes'),nan
('ZIF or MOF Derived', 'Biomass or other Organic Derived'),0.0
('ZIF or MOF Derived', 'Main Transition Metal Content (wt. %)'),0.0
('ZIF or MOF Derived', 'Nitrogen Cotent (wt. %)'),7.129551466670621e-15
('ZIF or MOF Derived', 'Metal-N Coordination Number (XAS)'),2.0564784046425854e-15
('ZIF or MOF Derived', 'Pyridinic N Ratio'),7.636350378432885e-15
('ZIF or MOF Derived', 'Pyrrolic N Ratio'),4.7797276351704426e-15
('ZIF or MOF Derived', 'Raman ID/IG Ratio'),5.3437146368858345e-15
('ZIF or MOF Derived', 'BET Surface Area (m2/g)'),nan
('ZIF or MOF Derived', 'Pyrolysis Temperature (°„C)'),1.6529216011102732e-15
('ZIF or MOF Derived', 'Rising Rate (°„C min-1)'),0.0
('ZIF or MOF Derived', 'Flow Cell/H-type Cell'),0.0
('ZIF or MOF Derived', 'Electrolyte Concentration (M)'),nan
('ZIF or MOF Derived', 'Catalyst Loading (mg cm-2)'),0.0
('ZIF or MOF Derived', 'Electrolyte pH'),3.921719406523908e-15
('Carbon Nanofiber/Nanotubes', 'Biomass or other Organic Derived'),0.0
('Carbon Nanofiber/Nanotubes', 'Main Transition Metal Content (wt. %)'),0.0
('Carbon Nanofiber/Nanotubes', 'Nitrogen Cotent (wt. %)'),7.129551466670621e-15
('Carbon Nanofiber/Nanotubes', 'Metal-N Coordination Number (XAS)'),2.0564784046425854e-15
('Carbon Nanofiber/Nanotubes', 'Pyridinic N Ratio'),7.636350378432885e-15
('Carbon Nanofiber/Nanotubes', 'Pyrrolic N Ratio'),4.7797276351704426e-15
('Carbon Nanofiber/Nanotubes', 'Raman ID/IG Ratio'),5.3437146368858345e-15
('Carbon Nanofiber/Nanotubes', 'BET Surface Area (m2/g)'),nan
('Carbon Nanofiber/Nanotubes', 'Pyrolysis Temperature (°„C)'),1.6529216011102732e-15
('Carbon Nanofiber/Nanotubes', 'Rising Rate (°„C min-1)'),0.0
('Carbon Nanofiber/Nanotubes', 'Flow Cell/H-type Cell'),0.0
('Carbon Nanofiber/Nanotubes', 'Electrolyte Concentration (M)'),nan
('Carbon Nanofiber/Nanotubes', 'Catalyst Loading (mg cm-2)'),0.0
('Carbon Nanofiber/Nanotubes', 'Electrolyte pH'),3.921719406523908e-15
('Biomass or other Organic Derived', 'Main Transition Metal Content (wt. %)'),0.005355509534732758
('Biomass or other Organic Derived', 'Nitrogen Cotent (wt. %)'),0.0039241550456627595
('Biomass or other Organic Derived', 'Metal-N Coordination Number (XAS)'),0.008342644221450746
('Biomass or other Organic Derived', 'Pyridinic N Ratio'),0.007021285917297853
('Biomass or other Organic Derived', 'Pyrrolic N Ratio'),0.014670797339773696
('Biomass or other Organic Derived', 'Raman ID/IG Ratio'),0.007799483978844111
