('Ionization Potential', 'Electronegativity'),0.18795749161146594
('Ionization Potential', 'Number of d electrons'),0.20941454863659706
('Ionization Potential', 'Graphene/Carbon Nanosheets or other 2D Structures'),0.01942691097399836
('Ionization Potential', 'Carbon Nanofiber/Nanotubes'),0.049443871435537634
('Ionization Potential', 'Biomass or other Organic Derived'),1.872345313184977e-15
('Ionization Potential', 'Main Transition Metal Content (wt. %)'),0.13801879156134603
('Ionization Potential', 'Nitrogen Cotent (wt. %)'),0.35739082419919144
('Ionization Potential', 'Metal-N Coordination Number (XAS)'),0.128861176379381
('Ionization Potential', 'Pyridinic N Ratio'),0.20003118198098846
('Ionization Potential', 'Pyrrolic N Ratio'),0.2481732534662368
('Ionization Potential', 'Raman ID/IG Ratio'),0.08428712943360281
('Ionization Potential', 'BET Surface Area (m2/g)'),0.23928652954346777
('Ionization Potential', 'Pyrolysis Temperature (°„C)'),0.11247314602955431
('Ionization Potential', 'Pyrolysis Time (h)'),0.12926407527285652
('Ionization Potential', 'Rising Rate (°„C min-1)'),0.21267921730803158
('Ionization Potential', 'Flow Cell/H-type Cell'),0.04415166884043617
('Ionization Potential', 'Electrolyte Concentration (M)'),0.11526916567564902
('Ionization Potential', 'Catalyst Loading (mg cm-2)'),0.09711209942266652
('Ionization Potential', 'Carbon Paper/Glassy Carbon'),0.14041396643017584
('Ionization Potential', 'Electrolyte pH'),0.17597387089114236
('Electronegativity', 'Number of d electrons'),0.03126418255786357
('Electronegativity', 'Graphene/Carbon Nanosheets or other 2D Structures'),0.029566247352888077
('Electronegativity', 'Carbon Nanofiber/Nanotubes'),0.052539792882095614
('Electronegativity', 'Biomass or other Organic Derived'),9.534284322799753e-16
('Electronegativity', 'Main Transition Metal Content (wt. %)'),0.12274834101939612
('Electronegativity', 'Nitrogen Cotent (wt. %)'),0.27782528575557536
('Electronegativity', 'Metal-N Coordination Number (XAS)'),0.10280590829642146
('Electronegativity', 'Pyridinic N Ratio'),0.1693929881698695
('Electronegativity', 'Pyrrolic N Ratio'),0.23575954373423094
('Electronegativity', 'Raman ID/IG Ratio'),0.13620464311001476
('Electronegativity', 'BET Surface Area (m2/g)'),0.3390451598163841
('Electronegativity', 'Pyrolysis Temperature (°„C)'),0.11245215888158097
('Electronegativity', 'Pyrolysis Time (h)'),0.18333333199736807
('Electronegativity', 'Rising Rate (°„C min-1)'),0.3154409095139091
('Electronegativity', 'Flow Cell/H-type Cell'),0.10495016244316975
('Electronegativity', 'Electrolyte Concentration (M)'),0.10104168277814243
('Electronegativity', 'Catalyst Loading (mg cm-2)'),0.06270960391223954
('Electronegativity', 'Carbon Paper/Glassy Carbon'),0.06641139563902762
('Electronegativity', 'Electrolyte pH'),0.15617550953089562
('Number of d electrons', 'Graphene/Carbon Nanosheets or other 2D Structures'),0.05914670128375236
('Number of d electrons', 'Carbon Nanofiber/Nanotubes'),0.2517786854580864
('Number of d electrons', 'Biomass or other Organic Derived'),3.0898564089355477e-15
('Number of d electrons', 'Main Transition Metal Content (wt. %)'),0.05435957060514332
('Number of d electrons', 'Nitrogen Cotent (wt. %)'),0.120249121359023
('Number of d electrons', 'Metal-N Coordination Number (XAS)'),0.1773750396721516
