('Ionization Potential', 'Electronegativity'),0.32636659656259126
('Ionization Potential', 'Number of d electrons'),0.16027180174139827
('Ionization Potential', 'ZIF or MOF Derived'),0.10394277307232463
('Ionization Potential', 'Carbon Nanofiber/Nanotubes'),0.12608636121691436
('Ionization Potential', 'Carbon Black Derived'),0.02062707173554571
('Ionization Potential', 'Biomass or other Organic Derived'),0.08418516331340314
('Ionization Potential', 'Main Transition Metal Content (wt. %)'),0.19049166144680973
('Ionization Potential', 'Nitrogen Cotent (wt. %)'),0.13851669625958352
('Ionization Potential', 'Metal-N Coordination Number (XAS)'),0.20256924593110642
('Ionization Potential', 'Pyridinic N Ratio'),0.11692656490513782
('Ionization Potential', 'Pyrrolic N Ratio'),0.19475912766746925
('Ionization Potential', 'Raman ID/IG Ratio'),0.09730350739404427
('Ionization Potential', 'BET Surface Area (m2/g)'),0.12659067680387073
('Ionization Potential', 'Pyrolysis Temperature (°„C)'),0.18750491873379138
('Ionization Potential', 'Pyrolysis Time (h)'),0.12633507964881677
('Ionization Potential', 'Rising Rate (°„C min-1)'),0.11094082674891549
('Ionization Potential', 'Electrolyte Concentration (M)'),0.1322661004344277
('Ionization Potential', 'Catalyst Loading (mg cm-2)'),0.12853280638903114
('Ionization Potential', 'Electrolyte pH'),0.10595845604979674
('Electronegativity', 'Number of d electrons'),0.16200213117164056
('Electronegativity', 'ZIF or MOF Derived'),0.10619706351475666
('Electronegativity', 'Carbon Nanofiber/Nanotubes'),0.15542795247175895
('Electronegativity', 'Carbon Black Derived'),0.020328577867347822
('Electronegativity', 'Biomass or other Organic Derived'),0.06399194831859852
('Electronegativity', 'Main Transition Metal Content (wt. %)'),0.18698632587695244
('Electronegativity', 'Nitrogen Cotent (wt. %)'),0.16890485722673573
('Electronegativity', 'Metal-N Coordination Number (XAS)'),0.2617054512577809
('Electronegativity', 'Pyridinic N Ratio'),0.06762018931675863
('Electronegativity', 'Pyrrolic N Ratio'),0.09738121635733724
('Electronegativity', 'Raman ID/IG Ratio'),0.09294023337228528
('Electronegativity', 'BET Surface Area (m2/g)'),0.06362625836444576
('Electronegativity', 'Pyrolysis Temperature (°„C)'),0.13605470239801748
('Electronegativity', 'Pyrolysis Time (h)'),0.1144965083514242
('Electronegativity', 'Rising Rate (°„C min-1)'),0.18522103832990774
('Electronegativity', 'Electrolyte Concentration (M)'),0.25597110597705924
('Electronegativity', 'Catalyst Loading (mg cm-2)'),0.08427329840613929
('Electronegativity', 'Electrolyte pH'),0.17152258939854198
('Number of d electrons', 'ZIF or MOF Derived'),0.10234092134608978
('Number of d electrons', 'Carbon Nanofiber/Nanotubes'),0.2420325659298353
('Number of d electrons', 'Carbon Black Derived'),0.02047879906400477
('Number of d electrons', 'Biomass or other Organic Derived'),0.20121413729798285
('Number of d electrons', 'Main Transition Metal Content (wt. %)'),0.243684598645869
('Number of d electrons', 'Nitrogen Cotent (wt. %)'),0.25521781589334425
('Number of d electrons', 'Metal-N Coordination Number (XAS)'),0.264787713724142
('Number of d electrons', 'Pyridinic N Ratio'),0.11858918618854204
('Number of d electrons', 'Pyrrolic N Ratio'),0.18556284630470773
('Number of d electrons', 'Raman ID/IG Ratio'),0.07359105594055683
('Number of d electrons', 'BET Surface Area (m2/g)'),0.1504096342654889
('Number of d electrons', 'Pyrolysis Temperature (°„C)'),0.20829300839894838
('Number of d electrons', 'Pyrolysis Time (h)'),0.0606574212129074
('Number of d electrons', 'Rising Rate (°„C min-1)'),0.17718200260751402
('Number of d electrons', 'Electrolyte Concentration (M)'),0.07174774773311743
('Number of d electrons', 'Catalyst Loading (mg cm-2)'),0.15181930570844954
('Number of d electrons', 'Electrolyte pH'),0.10105936748433213
('ZIF or MOF Derived', 'Carbon Nanofiber/Nanotubes'),0.1209765976445093
('ZIF or MOF Derived', 'Carbon Black Derived'),0.020173230299049043
('ZIF or MOF Derived', 'Biomass or other Organic Derived'),0.021161249630222964
